"","X","ARIDavg","ARIDmax","ARIDmin","ARIDsd","NDVIavg","NDVImax","NDVImin","NDVIsd","PETavg","PETmax","PETmin","PETsd","PRECavg","PRECmax","PRECmin","PRECsd","SRADavg","SRADmax","SRADmin","SRADsd","TAVGavg","TAVGsd","TMAXavg","TMAXsd","TMINavg","TMINsd","VAPRavg","VAPRmax","VAPRmin","VAPRsd","ELEVavg","ELEVmax","ELEVmin","ELEVsd","WINDavg","WINDmax","WINDmin","WINDsd"
"Rana_pyrenaica","Rana_pyrenaica",0.784680009,0.985000014,0.5449,0.156864588,124.6666667,203,85,67.84049921,1217.8,1412,1125,113.7396149,1048.444444,1291,799,150.603877,171872.5556,177866,165873,4015.730199,7.487085727,6.018401712,12.36522461,7.121347427,2.609789352,4.936143334,0.729841663,1.080211123,0.458511101,0.231125256,1477,2077,1075,355.680334,4.306467584,4.906305578,3.748333322,0.359497988
"Rana_sakuraii","Rana_sakuraii",1.795734544,3.158699989,0.91109997,0.456325544,149.05,234,35,59.62666552,1008.9,1258,689,117.3070111,1771.617647,2335,1081,295.679922,157521.7412,167539,148972,4785.633622,9.804657008,8.630646522,14.3642102,8.465598349,5.245119574,8.81335017,1.061117253,2.085827119,0.406181567,0.620855113,910.1294118,2223,146,415.7084432,3.533496118,4.071908158,3.097748625,0.344433559
"Rana_zhengi","Rana_zhengi",1.366294735,1.843500018,1.233899951,0.154917719,183.6875,213,158,17.71898699,1120.421053,1243,1000,67.52638644,1512.15625,1661,1209,92.55377142,159577.7813,170193,134529,7430.98077,16.26034831,7.310998656,20.10861588,7.400352395,12.41220441,7.229886141,1.574462369,2.598145325,0.692046097,0.71300554,702.6875,1529,248,260.3853766,1.883311186,2.065242186,1.769468732,0.085184924
"Rana_sauteri","Rana_sauteri",2.543517667,4.078100204,1.685299993,0.692906303,227.1428571,247,199,13.74512901,1148.441176,1413,871,168.2302159,2795.411765,3808,2058,371.7768781,183629.8235,196808,174990,5933.42174,16.36212302,3.714369183,19.27500731,3.581299748,13.44914462,3.850943138,1.654985311,2.229956931,1.050793665,0.45143458,1306.568627,2551,268,640.7651131,3.603604652,3.905119658,3.316579174,0.201128168
"Rana_shuchinae","Rana_shuchinae",0.790245678,1.33070004,0.523599982,0.175108889,163.4230769,229,58,34.74520486,1044.382716,1369,700,139.4446636,816.0084034,1303,615,136.1238529,168045.8571,176538,139173,8762.495132,6.566864319,5.683190824,11.64705793,4.976263017,1.486788168,6.404953378,0.751928081,1.322481721,0.299698949,0.387517439,3216.176471,4497,1437,588.153944,2.388647404,2.939890759,1.973004196,0.319905324
"Rana_sierrae","Rana_sierrae",0.542900008,0.604499996,0.44659999,0.071588241,37.5,40,35,3.535533906,1402.4,1477,1333,59.34896798,921,1102,778,153.6879956,207009.75,210909,202040,3821.158234,3.330302078,6.613726867,10.38209902,7.58374645,-3.720791674,5.654846098,0.366450521,0.549549997,0.250212498,0.103925749,2616.5,3269,2251,467.7281974,3.780348952,4.179249942,3.51493758,0.252746403
"Rana_tagoi","Rana_tagoi",1.636090457,4.504799843,0,0.471408127,156.6622517,255,11,66.70253814,1070.450704,1465,592,145.364392,1758.477626,3227,1081,376.1492205,156682.7743,177964,139353,8869.430774,11.98719952,8.386852828,16.08557834,8.245194887,7.888853168,8.542563254,1.214579831,2.376882096,0.472761368,0.697661907,418.9513619,2223,-1,361.1821545,3.353198316,3.771074863,3.000437263,0.281187344
"Rana_temporaria","Rana_temporaria",0.931411272,6.553500175,0,0.455971981,99.50093592,255,1,74.77869752,752.7770609,1490,244,166.6089645,669.0964724,3542,234,260.9225348,119737.7625,184876,85720,17624.9649,3.845584346,9.230876766,8.079956864,9.954054731,-0.388782959,8.533395427,0.719935085,1.348081635,0.308399304,0.375307008,251.4515251,2863,-5,278.1465784,3.225070039,3.477888425,2.738951138,0.2686084
"Rana_tsushimensis","Rana_tsushimensis",1.56825,1.568600059,1.567899942,0.000495057,240.5,255,226,20.50609665,1217,1251,1183,48.08326112,1900.5,2022,1779,171.8269478,156473.5,156552,156395,111.0157646,14.56156663,7.554660837,17.97441842,7.154972055,11.14954975,7.963281762,1.333543216,2.661640406,0.470858872,0.789281996,130,142,118,16.97056275,3.40007773,3.850292921,3.018580675,0.29559461
"Rana_zhenhaiensis","Rana_zhenhaiensis",1.218432327,2.218400002,0,0.208872186,169.1393643,255,65,42.63446408,1245.498957,1565,889,78.70245167,1515.271771,2223,918,237.0076702,172073.1444,196134,155315,6583.570896,17.51354996,7.66086814,21.44958313,7.61561875,13.57751264,7.71692184,1.699951883,2.851042464,0.739780039,0.791692525,266.0228592,1189,0,237.0091819,2.257583421,2.445027229,2.085529306,0.106034736
